id,Datum,Warengruppe,Umsatz,product_groups
1308261,2013-08-26,1,165.829031676714,BROT
1308271,2013-08-27,1,118.473650434102,BROT
1308281,2013-08-28,1,108.876991442649,BROT
1308291,2013-08-29,1,178.178023803315,BROT
1308301,2013-08-30,1,133.150828452892,BROT
1308311,2013-08-31,1,130.821314898435,BROT
1309011,2013-09-01,1,95.9704314892471,BROT
1309021,2013-09-02,1,138.408723210465,BROT
1309031,2013-09-03,1,138.825618927843,BROT
1309041,2013-09-04,1,100.221969526295,BROT
1309051,2013-09-05,1,173.658100347255,BROT
1309061,2013-09-06,1,171.415179710314,BROT
1309071,2013-09-07,1,186.034060963767,BROT
1309081,2013-09-08,1,88.8925958109828,BROT
1309091,2013-09-09,1,169.359968504942,BROT
1309101,2013-09-10,1,89.6944536084346,BROT
1309111,2013-09-11,1,103.363686559795,BROT
1309121,2013-09-12,1,106.474399987548,BROT
1309131,2013-09-13,1,122.564626199915,BROT
1309141,2013-09-14,1,174.938807466572,BROT
1309151,2013-09-15,1,55.1960062296304,BROT
1309161,2013-09-16,1,146.760234890658,BROT
1309171,2013-09-17,1,136.118044538363,BROT
1309181,2013-09-18,1,152.255085210606,BROT
1309191,2013-09-19,1,148.674992078993,BROT
1309201,2013-09-20,1,110.159250328825,BROT
1309211,2013-09-21,1,178.263887943827,BROT
1309221,2013-09-22,1,86.6668973821597,BROT
1309231,2013-09-23,1,111.128410563554,BROT
1309241,2013-09-24,1,139.64144576808,BROT
1309251,2013-09-25,1,117.94119333604,BROT
1309261,2013-09-26,1,203.314345156607,BROT
1309271,2013-09-27,1,135.507291692088,BROT
1309281,2013-09-28,1,134.613756840197,BROT
1309291,2013-09-29,1,68.6316896995448,BROT
1309301,2013-09-30,1,156.502435955326,BROT
1310011,2013-10-01,1,123.397540137977,BROT
1310021,2013-10-02,1,196.720969158391,BROT
1310031,2013-10-03,1,75.2337302417469,BROT
1310041,2013-10-04,1,156.066122625816,BROT
1310051,2013-10-05,1,152.280762053885,BROT
1310061,2013-10-06,1,92.4805772695364,BROT
1310071,2013-10-07,1,124.841544023845,BROT
1310081,2013-10-08,1,96.867100978839,BROT
1310091,2013-10-09,1,149.761758936995,BROT
1310101,2013-10-10,1,119.300284972145,BROT
1310111,2013-10-11,1,123.2348187168,BROT
1310121,2013-10-12,1,140.262421715801,BROT
1310131,2013-10-13,1,42.9967926268111,BROT
1310141,2013-10-14,1,109.863744271226,BROT
1310151,2013-10-15,1,130.431802598324,BROT
1310161,2013-10-16,1,146.070583461057,BROT
1310171,2013-10-17,1,89.9411837855476,BROT
1310181,2013-10-18,1,111.233698203856,BROT
1310191,2013-10-19,1,121.590860465012,BROT
1310201,2013-10-20,1,70.1419855298474,BROT
1310211,2013-10-21,1,122.987868193302,BROT
1310221,2013-10-22,1,111.927088663048,BROT
1310231,2013-10-23,1,125.816016210178,BROT
1310241,2013-10-24,1,123.163406361057,BROT
1310251,2013-10-25,1,113.661858634409,BROT
1310261,2013-10-26,1,161.678805315967,BROT
1310271,2013-10-27,1,102.355195816072,BROT
1310281,2013-10-28,1,129.482192717092,BROT
1310291,2013-10-29,1,112.285893935052,BROT
1310301,2013-10-30,1,121.506077008915,BROT
1310311,2013-10-31,1,133.723541287582,BROT
1311011,2013-11-01,1,100.182160485504,BROT
1311021,2013-11-02,1,149.172348030766,BROT
1311031,2013-11-03,1,97.4532740046654,BROT
1311041,2013-11-04,1,137.864260444157,BROT
1311051,2013-11-05,1,103.700267261952,BROT
1311061,2013-11-06,1,109.097001107423,BROT
1311071,2013-11-07,1,118.470603286455,BROT
1311081,2013-11-08,1,132.796244239256,BROT
1311091,2013-11-09,1,99.9317959514759,BROT
1311101,2013-11-10,1,108.561660295105,BROT
1311111,2013-11-11,1,124.580485617569,BROT
1311121,2013-11-12,1,111.970870543294,BROT
1311131,2013-11-13,1,78.0382483442215,BROT
1311141,2013-11-14,1,121.180219705286,BROT
1311151,2013-11-15,1,122.76929773359,BROT
1311161,2013-11-16,1,126.793397398979,BROT
1311171,2013-11-17,1,74.3945185864517,BROT
1311181,2013-11-18,1,129.109032642028,BROT
1311191,2013-11-19,1,106.906118646237,BROT
1311201,2013-11-20,1,124.324612351715,BROT
1311211,2013-11-21,1,144.359927455555,BROT
1311221,2013-11-22,1,107.962731413831,BROT
1311231,2013-11-23,1,96.5196766761341,BROT
1311241,2013-11-24,1,76.4120061231823,BROT
1311251,2013-11-25,1,129.81992805086,BROT
1311261,2013-11-26,1,123.431703158233,BROT
1311271,2013-11-27,1,93.5321454303922,BROT
1311281,2013-11-28,1,128.842426194061,BROT
1311291,2013-11-29,1,104.966463375073,BROT
1311301,2013-11-30,1,104.09003869481,BROT
1312011,2013-12-01,1,68.0762231823542,BROT
1312021,2013-12-02,1,113.931498716313,BROT
1312031,2013-12-03,1,94.7658652080226,BROT
1312041,2013-12-04,1,128.922855106228,BROT
1312051,2013-12-05,1,120.974699669869,BROT
1312061,2013-12-06,1,112.015650593347,BROT
1312071,2013-12-07,1,121.408564819885,BROT
1312081,2013-12-08,1,36.2650169585334,BROT
1312091,2013-12-09,1,134.680550018524,BROT
1312101,2013-12-10,1,104.352034970751,BROT
1312111,2013-12-11,1,85.9079819233536,BROT
1312121,2013-12-12,1,88.2075449690532,BROT
1312131,2013-12-13,1,85.5324935340658,BROT
1312141,2013-12-14,1,120.787742012371,BROT
1312151,2013-12-15,1,71.5352172710921,BROT
1312161,2013-12-16,1,120.791211521354,BROT
1312171,2013-12-17,1,74.6283250889016,BROT
1312181,2013-12-18,1,86.4115250991858,BROT
1312191,2013-12-19,1,101.589644453608,BROT
1312201,2013-12-20,1,114.601001275823,BROT
1312211,2013-12-21,1,124.541759682586,BROT
1312221,2013-12-22,1,41.7300439888931,BROT
1312231,2013-12-23,1,183.608991270752,BROT
1312241,2013-12-24,1,220.330670230618,BROT
1312271,2013-12-27,1,152.367434643543,BROT
1312291,2013-12-29,1,131.267289010755,BROT
1312301,2013-12-30,1,126.58984459848,BROT
1312311,2013-12-31,1,211.390838466052,BROT
1401021,2014-01-02,1,153.166492227541,BROT
1401031,2014-01-03,1,109.484763536521,BROT
1401041,2014-01-04,1,116.250540066432,BROT
1401051,2014-01-05,1,67.7899909491401,BROT
1401061,2014-01-06,1,146.911067784297,BROT
1401071,2014-01-07,1,147.5457609484,BROT
1401081,2014-01-08,1,99.9068767897401,BROT
1401091,2014-01-09,1,113.541525918277,BROT
1401101,2014-01-10,1,119.05554059635,BROT
1401111,2014-01-11,1,127.95986526115,BROT
1401121,2014-01-12,1,83.4017498521773,BROT
1401131,2014-01-13,1,103.994034974792,BROT
1401141,2014-01-14,1,166.347532764571,BROT
1401151,2014-01-15,1,139.042567223334,BROT
1401161,2014-01-16,1,117.779119691395,BROT
1401171,2014-01-17,1,94.7938386484339,BROT
1401181,2014-01-18,1,102.633649837911,BROT
1401191,2014-01-19,1,53.0014671833047,BROT
1401201,2014-01-20,1,99.6819363621683,BROT
1401211,2014-01-21,1,116.784600007305,BROT
1401221,2014-01-22,1,102.344424741026,BROT
1401231,2014-01-23,1,105.740276056438,BROT
1401241,2014-01-24,1,143.164448746188,BROT
1401251,2014-01-25,1,129.09233380561,BROT
1401261,2014-01-26,1,65.4883238458282,BROT
1401271,2014-01-27,1,177.797639286942,BROT
1401281,2014-01-28,1,63.9844736113181,BROT
1401291,2014-01-29,1,75.1156293987916,BROT
1401301,2014-01-30,1,140.794194214435,BROT
1401311,2014-01-31,1,133.303478983532,BROT
1402011,2014-02-01,1,101.932146850505,BROT
1402021,2014-02-02,1,76.7574943519772,BROT
1402031,2014-02-03,1,154.323103655617,BROT
1402041,2014-02-04,1,130.284962020954,BROT
1402051,2014-02-05,1,128.512982776585,BROT
1402061,2014-02-06,1,93.2145715747619,BROT
1402071,2014-02-07,1,99.7607356052368,BROT
1402081,2014-02-08,1,120.862739831777,BROT
1402091,2014-02-09,1,57.0074894928223,BROT
1402101,2014-02-10,1,154.183743327497,BROT
1402111,2014-02-11,1,93.60500318626259,BROT
1402121,2014-02-12,1,165.738384661521,BROT
1402131,2014-02-13,1,112.481302733138,BROT
1402141,2014-02-14,1,127.922310495651,BROT
1402151,2014-02-15,1,169.517528839106,BROT
1402161,2014-02-16,1,66.1488570531461,BROT
1402171,2014-02-17,1,139.563931976797,BROT
1402181,2014-02-18,1,101.128808084497,BROT
1402191,2014-02-19,1,139.712963296062,BROT
1402201,2014-02-20,1,115.493305434483,BROT
1402211,2014-02-21,1,195.749507104036,BROT
1402221,2014-02-22,1,138.333592943018,BROT
1402231,2014-02-23,1,79.4422222430818,BROT
1402241,2014-02-24,1,152.556733984074,BROT
1402251,2014-02-25,1,115.741936459404,BROT
1402261,2014-02-26,1,95.0173566075507,BROT
1402271,2014-02-27,1,142.599019478366,BROT
1402281,2014-02-28,1,121.868073185287,BROT
1403011,2014-03-01,1,140.96854447309,BROT
1403021,2014-03-02,1,78.304687930775,BROT
1403031,2014-03-03,1,123.816845981151,BROT
1403041,2014-03-04,1,110.664379295042,BROT
1403051,2014-03-05,1,104.010771805795,BROT
1403061,2014-03-06,1,119.64957040592,BROT
1403071,2014-03-07,1,115.297355656246,BROT
1403081,2014-03-08,1,116.679903321343,BROT
1403091,2014-03-09,1,92.618539664325,BROT
1403101,2014-03-10,1,150.516891177572,BROT
1403111,2014-03-11,1,151.221168841794,BROT
1403121,2014-03-12,1,91.0474158512995,BROT
1403131,2014-03-13,1,141.400369720196,BROT
1403141,2014-03-14,1,123.912083680615,BROT
1403151,2014-03-15,1,137.683942432828,BROT
1403161,2014-03-16,1,67.1675793738149,BROT
1403171,2014-03-17,1,141.547905542998,BROT
1403181,2014-03-18,1,88.2250444509535,BROT
1403191,2014-03-19,1,99.6845823880711,BROT
1403201,2014-03-20,1,128.138232106811,BROT
1403211,2014-03-21,1,104.8547456835,BROT
1403221,2014-03-22,1,130.851901605861,BROT
1403231,2014-03-23,1,71.128447822127,BROT
1403241,2014-03-24,1,174.642338237835,BROT
1403251,2014-03-25,1,130.828394911681,BROT
1403261,2014-03-26,1,164.073709880608,BROT
1403271,2014-03-27,1,217.595707302914,BROT
1403281,2014-03-28,1,210.364589078685,BROT
1403291,2014-03-29,1,201.442576014825,BROT
1403301,2014-03-30,1,77.0718729480323,BROT
1403311,2014-03-31,1,165.782083579859,BROT
1404011,2014-04-01,1,143.934571968464,BROT
1404021,2014-04-02,1,145.793768476637,BROT
1404031,2014-04-03,1,199.334213779063,BROT
1404041,2014-04-04,1,149.094869799179,BROT
1404051,2014-04-05,1,166.366651532902,BROT
1404061,2014-04-06,1,79.4656989548114,BROT
1404071,2014-04-07,1,175.863088463562,BROT
1404081,2014-04-08,1,104.711261779938,BROT
1404091,2014-04-09,1,168.945582350845,BROT
1404101,2014-04-10,1,153.689913112803,BROT
1404111,2014-04-11,1,150.197974521935,BROT
1404121,2014-04-12,1,230.41912840806,BROT
1404131,2014-04-13,1,106.9717520005,BROT
1404141,2014-04-14,1,126.41212420811,BROT
1404151,2014-04-15,1,109.472548649702,BROT
1404161,2014-04-16,1,110.647041867212,BROT
1404171,2014-04-17,1,259.250121969818,BROT
1404191,2014-04-19,1,290.428956680919,BROT
1404201,2014-04-20,1,57.7509189177541,BROT
1404211,2014-04-21,1,109.431179378053,BROT
1404221,2014-04-22,1,169.196248011103,BROT
1404231,2014-04-23,1,162.980101956576,BROT
1404241,2014-04-24,1,155.338780558714,BROT
1404251,2014-04-25,1,103.620395874603,BROT
1404261,2014-04-26,1,143.988134045973,BROT
1404271,2014-04-27,1,67.5791269771508,BROT
1404281,2014-04-28,1,142.899118015523,BROT
1404291,2014-04-29,1,145.382373304754,BROT
1404301,2014-04-30,1,168.447583367336,BROT
1405021,2014-05-02,1,194.877300541007,BROT
1405051,2014-05-05,1,344.712427419033,BROT
1405061,2014-05-06,1,117.634364611904,BROT
1405071,2014-05-07,1,90.0459392081919,BROT
1405081,2014-05-08,1,149.299133313087,BROT
1405091,2014-05-09,1,93.4116822522153,BROT
1405101,2014-05-10,1,123.724674602317,BROT
1405111,2014-05-11,1,61.0065824620734,BROT
1405121,2014-05-12,1,117.63724487723,BROT
1405131,2014-05-13,1,140.036281903001,BROT
1405141,2014-05-14,1,107.299783874075,BROT
1405151,2014-05-15,1,123.833393024816,BROT
1405161,2014-05-16,1,182.247331664509,BROT
1405171,2014-05-17,1,128.405482365147,BROT
1405181,2014-05-18,1,94.9265718873585,BROT
1405191,2014-05-19,1,108.184039506908,BROT
1405201,2014-05-20,1,112.779561925048,BROT
1405211,2014-05-21,1,123.754439846218,BROT
1405221,2014-05-22,1,116.368035292474,BROT
1405231,2014-05-23,1,129.753386763715,BROT
1405241,2014-05-24,1,117.223121200496,BROT
1405251,2014-05-25,1,85.7502216285052,BROT
1405261,2014-05-26,1,117.265384467109,BROT
1405271,2014-05-27,1,114.85034360851,BROT
1405281,2014-05-28,1,190.55318445032,BROT
1405291,2014-05-29,1,85.879848415963,BROT
1405301,2014-05-30,1,187.239006431102,BROT
1405311,2014-05-31,1,171.347524831197,BROT
1406011,2014-06-01,1,93.4027092149433,BROT
1406021,2014-06-02,1,199.723160641356,BROT
1406031,2014-06-03,1,142.538025704362,BROT
1406041,2014-06-04,1,137.397470737802,BROT
1406051,2014-06-05,1,194.604241155943,BROT
1406061,2014-06-06,1,181.64230467912,BROT
1406071,2014-06-07,1,199.282826637538,BROT
1406081,2014-06-08,1,116.13410257794,BROT
1406091,2014-06-09,1,110.83826883308,BROT
1406101,2014-06-10,1,183.918754774297,BROT
1406111,2014-06-11,1,149.446544671322,BROT
1406121,2014-06-12,1,139.828728810289,BROT
1406131,2014-06-13,1,181.076990157327,BROT
1406141,2014-06-14,1,198.692957520375,BROT
1406151,2014-06-15,1,54.0249702204705,BROT
1406161,2014-06-16,1,162.607017592405,BROT
1406171,2014-06-17,1,124.562218396083,BROT
1406181,2014-06-18,1,137.865777862035,BROT
1406191,2014-06-19,1,129.894799169399,BROT
1406201,2014-06-20,1,175.728748384125,BROT
1406211,2014-06-21,1,162.410672754329,BROT
1406221,2014-06-22,1,99.6276132843513,BROT
1406231,2014-06-23,1,130.997404965594,BROT
1406241,2014-06-24,1,119.068455962972,BROT
1406251,2014-06-25,1,114.248639971521,BROT
1406261,2014-06-26,1,139.644833904018,BROT
1406271,2014-06-27,1,149.199619823898,BROT
1406281,2014-06-28,1,234.368963456298,BROT
1406291,2014-06-29,1,99.024824945212,BROT
1406301,2014-06-30,1,171.873065791742,BROT
1407011,2014-07-01,1,79.4657766414776,BROT
1407021,2014-07-02,1,130.353573545155,BROT
1407031,2014-07-03,1,158.210589058586,BROT
1407041,2014-07-04,1,112.903849016111,BROT
1407051,2014-07-05,1,150.979319145129,BROT
1407061,2014-07-06,1,84.8042447667398,BROT
1407071,2014-07-07,1,142.241358541915,BROT
1407081,2014-07-08,1,109.606492090567,BROT
1407091,2014-07-09,1,116.752191041734,BROT
1407101,2014-07-10,1,132.724706258412,BROT
1407111,2014-07-11,1,180.711513583786,BROT
1407121,2014-07-12,1,142.331090508761,BROT
1407131,2014-07-13,1,80.4531140833734,BROT
1407141,2014-07-14,1,153.698550894933,BROT
1407151,2014-07-15,1,157.385041577792,BROT
1407161,2014-07-16,1,158.680478444563,BROT
1407171,2014-07-17,1,160.5229296933,BROT
1407181,2014-07-18,1,119.811042532772,BROT
1407191,2014-07-19,1,144.785544515647,BROT
1407201,2014-07-20,1,111.990298336233,BROT
1407211,2014-07-21,1,137.703002341753,BROT
1407221,2014-07-22,1,152.134170467115,BROT
1407231,2014-07-23,1,144.39193026197,BROT
1407241,2014-07-24,1,163.309889093623,BROT
1407251,2014-07-25,1,145.131799090901,BROT
1407261,2014-07-26,1,171.321523510186,BROT
1407271,2014-07-27,1,90.1816334935297,BROT
1407281,2014-07-28,1,157.813837411395,BROT
1407291,2014-07-29,1,144.455051194281,BROT
1407301,2014-07-30,1,137.868369774792,BROT
1407311,2014-07-31,1,174.333709830106,BROT
1408011,2014-08-01,1,153.966193788182,BROT
1408021,2014-08-02,1,189.444073316264,BROT
1408031,2014-08-03,1,75.380692980006,BROT
1408041,2014-08-04,1,190.631341627449,BROT
1408051,2014-08-05,1,158.481203915988,BROT
1408061,2014-08-06,1,140.003286627353,BROT
1408071,2014-08-07,1,172.493580385229,BROT
1408081,2014-08-08,1,194.226703064487,BROT
1408091,2014-08-09,1,216.790146013299,BROT
1408101,2014-08-10,1,98.5919510239083,BROT
1408111,2014-08-11,1,186.843287518034,BROT
1408121,2014-08-12,1,155.633056469153,BROT
1408131,2014-08-13,1,129.960879412869,BROT
1408141,2014-08-14,1,162.312059256018,BROT
1408151,2014-08-15,1,232.668688554884,BROT
1408161,2014-08-16,1,229.321098599377,BROT
1408181,2014-08-18,1,204.943578961263,BROT
1408191,2014-08-19,1,157.516513226105,BROT
1408201,2014-08-20,1,175.194857952978,BROT
1408211,2014-08-21,1,177.59614021373,BROT
1408221,2014-08-22,1,196.422158119718,BROT
1408231,2014-08-23,1,226.633053661476,BROT
1408241,2014-08-24,1,151.925968486667,BROT
1408251,2014-08-25,1,202.245341655226,BROT
1408261,2014-08-26,1,143.842260185182,BROT
1408271,2014-08-27,1,141.124540763453,BROT
1408281,2014-08-28,1,147.59794847913,BROT
1408291,2014-08-29,1,119.001507763099,BROT
1408301,2014-08-30,1,162.81504486744,BROT
1408311,2014-08-31,1,136.994199378168,BROT
1409011,2014-09-01,1,192.583927536972,BROT
1409021,2014-09-02,1,93.4032112729648,BROT
1409031,2014-09-03,1,128.100882145258,BROT
1409041,2014-09-04,1,118.732274802375,BROT
1409051,2014-09-05,1,168.798990410438,BROT
1409061,2014-09-06,1,165.47761720592,BROT
1409071,2014-09-07,1,48.9648440975496,BROT
1409081,2014-09-08,1,177.361261107402,BROT
1409091,2014-09-09,1,128.017374563252,BROT
1409101,2014-09-10,1,173.546299647139,BROT
1409111,2014-09-11,1,165.169051552497,BROT
1409121,2014-09-12,1,130.3659563908,BROT
1409131,2014-09-13,1,152.497010928097,BROT
1409141,2014-09-14,1,60.5960658536456,BROT
1409151,2014-09-15,1,154.556691403417,BROT
1409161,2014-09-16,1,106.657464651771,BROT
1409171,2014-09-17,1,140.230426469916,BROT
1409181,2014-09-18,1,168.767383241785,BROT
1409191,2014-09-19,1,140.144453118865,BROT
1409201,2014-09-20,1,197.959086294477,BROT
1409211,2014-09-21,1,80.5859142164798,BROT
1409221,2014-09-22,1,134.865103794751,BROT
1409231,2014-09-23,1,140.774695330895,BROT
1409241,2014-09-24,1,108.711123767423,BROT
1409251,2014-09-25,1,108.067086651751,BROT
1409261,2014-09-26,1,117.377429960871,BROT
1409271,2014-09-27,1,139.171163845637,BROT
1409281,2014-09-28,1,60.4829614839036,BROT
1409291,2014-09-29,1,146.640779180328,BROT
1409301,2014-09-30,1,125.317010604255,BROT
1410011,2014-10-01,1,159.473253138624,BROT
1410021,2014-10-02,1,183.411275500045,BROT
1410031,2014-10-03,1,62.591191559266,BROT
1410041,2014-10-04,1,194.365187583031,BROT
1410051,2014-10-05,1,82.1342445154272,BROT
1410061,2014-10-06,1,178.335670094664,BROT
1410071,2014-10-07,1,141.858863346968,BROT
1410081,2014-10-08,1,134.873921318631,BROT
1410091,2014-10-09,1,134.324856819578,BROT
1410101,2014-10-10,1,132.317020180874,BROT
1410111,2014-10-11,1,181.071063711796,BROT
1410121,2014-10-12,1,97.9850226394533,BROT
1410131,2014-10-13,1,129.878383258938,BROT
1410141,2014-10-14,1,175.011253800233,BROT
1410151,2014-10-15,1,206.8382090708,BROT
1410161,2014-10-16,1,147.570549356915,BROT
1410171,2014-10-17,1,144.357853437456,BROT
1410181,2014-10-18,1,158.152130377889,BROT
1410191,2014-10-19,1,58.8534096103563,BROT
1410201,2014-10-20,1,158.382558902343,BROT
1410211,2014-10-21,1,125.363981222897,BROT
1410221,2014-10-22,1,127.765051280508,BROT
1410231,2014-10-23,1,144.21773201944,BROT
1410241,2014-10-24,1,203.173639154115,BROT
1410251,2014-10-25,1,191.425316581712,BROT
1410261,2014-10-26,1,116.487886781866,BROT
1410271,2014-10-27,1,121.416970836256,BROT
1410281,2014-10-28,1,136.094268676769,BROT
1410291,2014-10-29,1,103.569554336818,BROT
1410301,2014-10-30,1,122.18216764664,BROT
1410311,2014-10-31,1,132.486279254048,BROT
1411011,2014-11-01,1,142.507059241702,BROT
1411021,2014-11-02,1,99.288586999622,BROT
1411031,2014-11-03,1,137.822879577546,BROT
1411041,2014-11-04,1,103.123747563607,BROT
1411051,2014-11-05,1,113.078967477055,BROT
1411061,2014-11-06,1,138.399464430445,BROT
1411071,2014-11-07,1,125.3258349714,BROT
1411081,2014-11-08,1,165.663474985222,BROT
1411091,2014-11-09,1,118.446930009839,BROT
1411101,2014-11-10,1,132.450933802593,BROT
1411111,2014-11-11,1,122.885078853966,BROT
1411121,2014-11-12,1,95.3481999188746,BROT
1411131,2014-11-13,1,143.750350209673,BROT
1411141,2014-11-14,1,133.77429991274,BROT
1411151,2014-11-15,1,157.956829595601,BROT
1411161,2014-11-16,1,69.2794517983636,BROT
1411171,2014-11-17,1,138.752246637463,BROT
1411181,2014-11-18,1,134.68843263499,BROT
1411191,2014-11-19,1,131.262024072649,BROT
1411201,2014-11-20,1,131.314789763352,BROT
1411211,2014-11-21,1,142.895603194534,BROT
1411221,2014-11-22,1,92.6616360079896,BROT
1411231,2014-11-23,1,88.8532704507342,BROT
1411241,2014-11-24,1,135.495058395216,BROT
1411251,2014-11-25,1,125.776456029191,BROT
1411261,2014-11-26,1,98.5421347532514,BROT
1411271,2014-11-27,1,114.36674051771,BROT
1411281,2014-11-28,1,125.770265298128,BROT
1411291,2014-11-29,1,143.276224653699,BROT
1411301,2014-11-30,1,70.5238191319592,BROT
1412011,2014-12-01,1,128.454115308343,BROT
1412021,2014-12-02,1,154.242632883405,BROT
1412031,2014-12-03,1,133.99080245511,BROT
1412041,2014-12-04,1,124.167763102648,BROT
1412051,2014-12-05,1,83.5104305885102,BROT
1412061,2014-12-06,1,127.894073901772,BROT
1412071,2014-12-07,1,75.5129227390682,BROT
1412081,2014-12-08,1,102.678761832615,BROT
1412091,2014-12-09,1,110.476546068652,BROT
1412101,2014-12-10,1,99.9187171842705,BROT
1412111,2014-12-11,1,109.754570057738,BROT
1412121,2014-12-12,1,109.142671748118,BROT
1412131,2014-12-13,1,124.956684401136,BROT
1412141,2014-12-14,1,102.80557310108,BROT
1412151,2014-12-15,1,96.3136936339829,BROT
1412161,2014-12-16,1,97.7685842370004,BROT
1412171,2014-12-17,1,102.856835442046,BROT
1412181,2014-12-18,1,112.769700687238,BROT
1412191,2014-12-19,1,100.434605432296,BROT
1412201,2014-12-20,1,92.9765497836537,BROT
1412211,2014-12-21,1,74.1776353738615,BROT
1412221,2014-12-22,1,166.062608421996,BROT
1412231,2014-12-23,1,184.21718934313,BROT
1412241,2014-12-24,1,289.724706873301,BROT
1412271,2014-12-27,1,133.160219555693,BROT
1412281,2014-12-28,1,65.5011765409885,BROT
1412291,2014-12-29,1,159.353174871792,BROT
1412301,2014-12-30,1,171.900364677079,BROT
1412311,2014-12-31,1,253.25502096677,BROT
1501021,2015-01-02,1,171.436480362582,BROT
1501031,2015-01-03,1,146.725466464595,BROT
1501041,2015-01-04,1,69.2618750164446,BROT
1501051,2015-01-05,1,159.498680849924,BROT
1501061,2015-01-06,1,116.621821467299,BROT
1501071,2015-01-07,1,116.046870294295,BROT
1501081,2015-01-08,1,88.9219763738156,BROT
1501091,2015-01-09,1,89.5158553261206,BROT
1501101,2015-01-10,1,67.954839483437,BROT
1501111,2015-01-11,1,102.503556455298,BROT
1501121,2015-01-12,1,122.717043089708,BROT
1501131,2015-01-13,1,86.441812930424,BROT
1501141,2015-01-14,1,72.7918398175921,BROT
1501151,2015-01-15,1,93.7671799134285,BROT
1501161,2015-01-16,1,131.913950068001,BROT
1501171,2015-01-17,1,115.086208812258,BROT
1501181,2015-01-18,1,47.8910511689248,BROT
1501191,2015-01-19,1,138.935449172918,BROT
1501201,2015-01-20,1,116.932538278351,BROT
1501211,2015-01-21,1,90.1034587863099,BROT
1501221,2015-01-22,1,135.950512983467,BROT
1501231,2015-01-23,1,130.976061288992,BROT
1501241,2015-01-24,1,140.03186322028,BROT
1501251,2015-01-25,1,94.493388512183,BROT
1501261,2015-01-26,1,150.51678717379,BROT
1501271,2015-01-27,1,141.518792699705,BROT
1501281,2015-01-28,1,124.273404481234,BROT
1501291,2015-01-29,1,129.932530553471,BROT
1501301,2015-01-30,1,100.75421525386,BROT
1501311,2015-01-31,1,129.039421255357,BROT
1502011,2015-02-01,1,92.189837282486,BROT
1502021,2015-02-02,1,159.254353701805,BROT
1502031,2015-02-03,1,112.095171542871,BROT
1502041,2015-02-04,1,111.66941350432,BROT
1502051,2015-02-05,1,133.827962608871,BROT
1502061,2015-02-06,1,136.337106368056,BROT
1502071,2015-02-07,1,130.642229801113,BROT
1502081,2015-02-08,1,62.750062992056,BROT
1502091,2015-02-09,1,112.747460478504,BROT
